SAMPID	SMTSD
GTEX-ZA64-1326-SM-GM82B	Colon - Transverse
GTEX-ZA64-1326-SM-H7OFD	Colon - Transverse
GTEX-ZA64-1426-SM-5CVMC	Colon - Sigmoid
GTEX-ZA64-1426-SM-F1X86	Colon - Sigmoid
GTEX-ZA64-1526-SM-5CVMD	Breast - Mammary Tissue
GTEX-ZA64-1626-SM-5CVME	Testis
GTEX-ZA64-1726-SM-5CVMF	Minor Salivary Gland
GTEX-ZA64-1726-SM-F1KNL	Minor Salivary Gland
GTEX-ZA64-1826-SM-GMXAG	Adipose - Subcutaneous
GTEX-ZA64-2026-SM-5PNXT	Muscle - Skeletal
GTEX-ZA64-2026-SM-F3JI8	Muscle - Skeletal
GTEX-ZA64-2126-SM-5Q5A8	Nerve - Tibial
GTEX-ZA64-2226-SM-5Q5A9	Artery - Tibial
GTEX-ZAB4-0001-SM-4YUVZ	Whole Blood
GTEX-ZAB4-0001-SM-53IUX	Whole Blood
GTEX-ZAB4-0001-SM-6UH36	Whole Blood
GTEX-ZAB4-0001-SM-GW24D	Whole Blood
GTEX-ZAB4-0005-SM-4RGM8	Whole Blood
GTEX-ZAB4-0005-SM-EVLRS	Whole Blood
GTEX-ZAB4-0008-SM-4RGM6	Cells - Cultured fibroblasts
GTEX-ZAB4-0008-SM-DEUR1	Cells - Cultured fibroblasts
GTEX-ZAB4-0011-R10a-SM-4SOKH	Brain - Frontal Cortex (BA9)
GTEX-ZAB4-0011-R10a-SM-AHBC3	Brain - Frontal Cortex (BA9)
GTEX-ZAB4-0011-R10a-SM-F1XA8	Brain - Frontal Cortex (BA9)
GTEX-ZAB4-0011-R11a-SM-4SOKI	Brain - Cerebellar Hemisphere
GTEX-ZAB4-0011-R11a-SM-AHBC2	Brain - Cerebellar Hemisphere
GTEX-ZAB4-0011-R11a-SM-DEUQE	Brain - Cerebellar Hemisphere
GTEX-ZAB4-0011-R1a-SM-4RGNO	Brain - Hippocampus
GTEX-ZAB4-0011-R1a-SM-F1RR4	Brain - Hippocampus
GTEX-ZAB4-0011-R2a-SM-4RGNP	Brain - Substantia nigra
GTEX-ZAB4-0011-R3a-SM-4RGNQ	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAB4-0011-R3a-SM-AHBC4	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAB4-0011-R3a-SM-EV6UO	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAB4-0011-R4a-SM-4SOKB	Brain - Amygdala
GTEX-ZAB4-0011-R4a-SM-AHBC8	Brain - Amygdala
GTEX-ZAB4-0011-R4a-SM-EUKL8	Brain - Amygdala
GTEX-ZAB4-0011-R5a-SM-4SOKC	Brain - Caudate (basal ganglia)
GTEX-ZAB4-0011-R5a-SM-AHBC5	Brain - Caudate (basal ganglia)
GTEX-ZAB4-0011-R5a-SM-EUPBA	Brain - Caudate (basal ganglia)
GTEX-ZAB4-0011-R6a-SM-4SOKD	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZAB4-0011-R6a-SM-AHBC7	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZAB4-0011-R6a-SM-F1BYS	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZAB4-0011-R7a-SM-4SOKE	Brain - Putamen (basal ganglia)
GTEX-ZAB4-0011-R7a-SM-AHBC6	Brain - Putamen (basal ganglia)
GTEX-ZAB4-0011-R7a-SM-EBNE6	Brain - Putamen (basal ganglia)
GTEX-ZAB4-0011-R8b-SM-4SOKF	Brain - Hypothalamus
GTEX-ZAB4-0011-R8b-SM-F4JCP	Brain - Hypothalamus
GTEX-ZAB4-0011-R9a-SM-4SOKG	Brain - Spinal cord (cervical c-1)
GTEX-ZAB4-0011-R9a-SM-AHBC1	Brain - Spinal cord (cervical c-1)
GTEX-ZAB4-0126-SM-5CVMG	Testis
GTEX-ZAB4-0126-SM-EAYYF	Testis
GTEX-ZAB4-0226-SM-5N9F5	Skin - Sun Exposed (Lower leg)
GTEX-ZAB4-0226-SM-F1X9A	Skin - Sun Exposed (Lower leg)
GTEX-ZAB4-0426-SM-5HL7N	Muscle - Skeletal
GTEX-ZAB4-0426-SM-F5BBV	Muscle - Skeletal
GTEX-ZAB4-0526-SM-5HL7Z	Artery - Aorta
GTEX-ZAB4-0526-SM-F1HZE	Artery - Aorta
GTEX-ZAB4-0626-SM-5CVN3	Lung
GTEX-ZAB4-0626-SM-EUP8O	Lung
GTEX-ZAB4-0626-SM-GW1G5	Lung
GTEX-ZAB4-0726-SM-5HL8I	Artery - Coronary
GTEX-ZAB4-0826-SM-5LU9D	Liver
GTEX-ZAB4-0826-SM-EBLXZ	Liver
GTEX-ZAB4-0926-SM-5CVN4	Heart - Atrial Appendage
GTEX-ZAB4-0926-SM-F41DD	Heart - Atrial Appendage
GTEX-ZAB4-1026-SM-5HL7T	Heart - Left Ventricle
GTEX-ZAB4-1026-SM-EZKRL	Heart - Left Ventricle
GTEX-ZAB4-1126-SM-5HL86	Esophagus - Mucosa
GTEX-ZAB4-1126-SM-EAIOK	Esophagus - Mucosa
GTEX-ZAB4-1226-SM-5CVN5	Esophagus - Muscularis
GTEX-ZAB4-1226-SM-F5E1Y	Esophagus - Muscularis
GTEX-ZAB4-1426-SM-5CVN6	Adipose - Visceral (Omentum)
GTEX-ZAB4-1426-SM-F41AX	Adipose - Visceral (Omentum)
GTEX-ZAB4-1526-SM-5CVN7	Stomach
GTEX-ZAB4-1526-SM-F1FCN	Stomach
GTEX-ZAB4-1726-SM-5HL8C	Pancreas
GTEX-ZAB4-1726-SM-EBBA1	Pancreas
GTEX-ZAB4-1826-SM-5HL8O	Nerve - Tibial
GTEX-ZAB4-1826-SM-G8KR5	Nerve - Tibial
GTEX-ZAB4-1826-SM-GEGO1	Nerve - Tibial
GTEX-ZAB4-1926-SM-57WD8	Artery - Tibial
GTEX-ZAB4-1926-SM-GAMXY	Artery - Tibial
GTEX-ZAB4-1926-SM-GEI7T	Artery - Tibial
GTEX-ZAB4-2026-SM-HL113	Thyroid
GTEX-ZAB4-2126-SM-5HL8U	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAB4-2126-SM-G5OP6	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAB4-2226-SM-5HL97	Colon - Transverse
GTEX-ZAB4-2226-SM-F1KOW	Colon - Transverse
GTEX-ZAB4-2226-SM-GW1GJ	Colon - Transverse
GTEX-ZAB4-2426-SM-5HL8A	Colon - Sigmoid
GTEX-ZAB4-2526-SM-5HL8M	Breast - Mammary Tissue
GTEX-ZAB4-2926-SM-57WCV	Brain - Cerebellum
GTEX-ZAB4-2926-SM-F4JCO	Brain - Cerebellum
GTEX-ZAB4-3126-SM-57WCJ	Pituitary
GTEX-ZAB4-3126-SM-EAVON	Pituitary
GTEX-ZAB5-0004-SM-4YUWZ	Whole Blood
GTEX-ZAB5-0004-SM-53UBI	Whole Blood
GTEX-ZAB5-0004-SM-6UH3A	Whole Blood
GTEX-ZAB5-0006-SM-H6Q65	Whole Blood
GTEX-ZAB5-0126-SM-5CVMT	Heart - Atrial Appendage
GTEX-ZAB5-0126-SM-EUZ1C	Heart - Atrial Appendage
GTEX-ZAB5-0226-SM-5CVMH	Heart - Left Ventricle
GTEX-ZAB5-0426-SM-5CVMI	Liver
GTEX-ZAB5-0426-SM-F5WF2	Liver
GTEX-ZAB5-0526-SM-5CVMU	Spleen
GTEX-ZAB5-0526-SM-F4JBM	Spleen
GTEX-ZAB5-0626-SM-5PNVB	Lung
GTEX-ZAB5-0626-SM-F23QH	Lung
GTEX-ZAB5-0726-SM-5P9JG	Thyroid
GTEX-ZAB5-0726-SM-EVR97	Thyroid
GTEX-ZAB5-0826-SM-5P9FU	Pancreas
GTEX-ZAB5-0826-SM-EB7EE	Pancreas
GTEX-ZAB5-0926-SM-5CVMV	Esophagus - Mucosa
GTEX-ZAB5-0926-SM-EUP9Z	Esophagus - Mucosa
GTEX-ZAB5-1026-SM-5HL91	Esophagus - Muscularis
GTEX-ZAB5-1126-SM-5Q5AD	Adipose - Visceral (Omentum)
GTEX-ZAB5-1226-SM-5P9FY	Esophagus - Gastroesophageal Junction
GTEX-ZAB5-1226-SM-GJYL6	Esophagus - Gastroesophageal Junction
GTEX-ZAB5-1426-SM-5HL9D	Colon - Sigmoid
GTEX-ZAB5-1426-SM-F41E1	Colon - Sigmoid
GTEX-ZAB5-1526-SM-5HL9P	Small Intestine - Terminal Ileum
GTEX-ZAB5-1526-SM-F1HZQ	Small Intestine - Terminal Ileum
GTEX-ZAB5-1826-SM-5HL7C	Skin - Sun Exposed (Lower leg)
GTEX-ZAB5-1826-SM-G8KVC	Skin - Sun Exposed (Lower leg)
GTEX-ZAB5-1926-SM-5HL7O	Nerve - Tibial
GTEX-ZAB5-2026-SM-5L3EQ	Artery - Tibial
GTEX-ZAB5-2026-SM-F3SXD	Artery - Tibial
GTEX-ZAB5-2126-SM-5K7UN	Muscle - Skeletal
GTEX-ZAB5-2126-SM-G5OPD	Muscle - Skeletal
GTEX-ZAB5-2326-SM-5IJFR	Minor Salivary Gland
GTEX-ZAB5-2326-SM-GHHO8	Minor Salivary Gland
GTEX-ZAB5-2426-SM-5CVMW	Testis
GTEX-ZAB5-2426-SM-EAYX7	Testis
GTEX-ZAB5-2626-SM-5KM3Y	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAB5-2726-SM-5J2NH	Artery - Coronary
GTEX-ZAB5-2726-SM-GM3FK	Heart - Left Ventricle
GTEX-ZAJG-0001-SM-4YUUW	Whole Blood
GTEX-ZAJG-0001-SM-53IUC	Whole Blood
GTEX-ZAJG-0001-SM-6UH3R	Whole Blood
GTEX-ZAJG-0011-R10a-SM-AHZMG	Brain - Frontal Cortex (BA9)
GTEX-ZAJG-0011-R10a-SM-CYKQ1	Brain - Frontal Cortex (BA9)
GTEX-ZAJG-0011-R10a-SM-GM3HY	Brain - Frontal Cortex (BA9)
GTEX-ZAJG-0011-R10a-SM-GRR13	Brain - Frontal Cortex (BA9)
GTEX-ZAJG-0011-R11a-SM-GLPV8	Brain - Cerebellar Hemisphere
GTEX-ZAJG-0011-R11a-SM-H7OGF	Brain - Cerebellar Hemisphere
GTEX-ZAJG-0011-R1a-SM-GQ1CV	Brain - Hippocampus
GTEX-ZAJG-0011-R2a-SM-GNTAX	Brain - Substantia nigra
GTEX-ZAJG-0011-R3a-SM-F21J6	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAJG-0011-R3a-SM-GM3EO	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAJG-0011-R5a-SM-GM5MF	Brain - Caudate (basal ganglia)
GTEX-ZAJG-0011-R5a-SM-GRR1S	Brain - Caudate (basal ganglia)
GTEX-ZAJG-0011-R6a-SM-GPRX2	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZAJG-0011-R7a-SM-GQ1CU	Brain - Putamen (basal ganglia)
GTEX-ZAJG-0011-R8a-SM-GM5PF	Brain - Hypothalamus
GTEX-ZAJG-0011-R8a-SM-H6Q6K	Brain - Hypothalamus
GTEX-ZAJG-0011-R9a-SM-GNTAY	Brain - Spinal cord (cervical c-1)
GTEX-ZAJG-0126-SM-5HL94	Skin - Sun Exposed (Lower leg)
GTEX-ZAJG-0126-SM-F1FBZ	Skin - Sun Exposed (Lower leg)
GTEX-ZAJG-0226-SM-5HL81	Adipose - Subcutaneous
GTEX-ZAJG-0226-SM-F4GNS	Adipose - Subcutaneous
GTEX-ZAJG-0326-SM-F21JA	Nerve - Tibial
GTEX-ZAJG-0526-SM-5S2MT	Muscle - Skeletal
GTEX-ZAJG-0526-SM-CYKPH	Muscle - Skeletal
GTEX-ZAJG-0526-SM-F5WPD	Muscle - Skeletal
GTEX-ZAJG-0626-SM-5HL8X	Breast - Mammary Tissue
